Channel1,Channel2,Channel3,Channel4,Channel5,Channel6,Channel7,Channel8,Channel9,Channel10,Channel11,Channel13,Label
,,,,,,,,,,,,
0.5347091932457786,0.5077519379844961,0.5537525354969575,0.5606361829025844,0.5692007797270955,0.582375478927203,0.597585513078471,0.5084745762711864,0.4912280701754386,0.5135623869801085,0.4758364312267658,0.5154109589041096,0.0
0.6904315196998123,0.7151162790697674,0.7606490872210954,0.7216699801192843,0.6627680311890838,0.6340996168582375,0.6136820925553321,0.4990583804143126,0.4754385964912281,0.45750452079565995,0.3550185873605948,0.32191780821917804,0.0
0.28142589118198874,0.23643410852713176,0.23326572008113594,0.2504970178926441,0.27485380116959063,0.3237547892720306,0.44064386317907456,0.3935969868173258,0.3859649122807018,0.40687160940325495,0.37174721189591076,0.3681506849315068,0.0
0.6547842401500938,0.6957364341085271,0.6653144016227182,0.5785288270377733,0.49122807017543857,0.4808429118773946,0.48088531187122746,0.4218455743879473,0.3912280701754386,0.3869801084990958,0.46654275092936803,0.523972602739726,0.0
0.40150093808630394,0.31976744186046513,0.3204868154158215,0.3240556660039762,0.3469785575048733,0.39463601532567044,0.4708249496981892,0.4689265536723164,0.5491228070175439,0.6292947558770343,0.620817843866171,0.559931506849315,0.0
0.43902439024390244,0.39341085271317827,0.4259634888438134,0.4294234592445328,0.4580896686159844,0.48467432950191564,0.5150905432595574,0.4538606403013183,0.48596491228070177,0.5406871609403254,0.5092936802973977,0.511986301369863,0.0
0.40150093808630394,0.436046511627907,0.5314401622718053,0.5765407554671967,0.6140350877192982,0.6819923371647509,0.7686116700201209,0.71939736346516,0.7403508771929825,0.7540687160940325,0.6672862453531598,0.5102739726027397,0.0
0.6622889305816135,0.6104651162790697,0.6531440162271805,0.6481113320079522,0.6218323586744638,0.6187739463601531,0.6177062374245474,0.5329566854990584,0.5631578947368421,0.6184448462929475,0.6078066914498141,0.6044520547945205,0.0
0.6322701688555347,0.5213178294573644,0.4929006085192698,0.43538767395626243,0.3723196881091618,0.31034482758620685,0.2816901408450705,0.2448210922787194,0.37192982456140355,0.5135623869801085,0.5743494423791822,0.7191780821917808,0.0
0.49530956848030017,0.4631782945736434,0.4929006085192698,0.536779324055666,0.6179337231968811,0.6915708812260536,0.7122736418511068,0.5969868173258004,0.5508771929824562,0.5099457504520795,0.44052044609665425,0.4246575342465753,0.0
0.5121951219512195,0.5658914728682171,0.6632860040567952,0.6978131212723657,0.7524366471734892,0.7988505747126435,0.8490945674044267,0.7137476459510358,0.6982456140350878,0.7197106690777576,0.6654275092936803,0.4554794520547945,0.0
0.45590994371482174,0.43992248062015504,0.4705882352941177,0.46123260437375746,0.4697855750487329,0.4827586206896551,0.49295774647887336,0.4218455743879473,0.4473684210526316,0.47016274864376123,0.41263940520446096,0.386986301369863,0.0
0.551594746716698,0.48062015503875966,0.4705882352941177,0.46123260437375746,0.4951267056530214,0.5363984674329502,0.597585513078471,0.536723163841808,0.5368421052631579,0.5497287522603977,0.516728624535316,0.5376712328767123,0.0
0.7617260787992495,0.5736434108527132,0.43204868154158216,0.33001988071570576,0.35477582846003897,0.4406130268199233,0.47484909456740454,0.5329566854990584,0.6315789473684211,0.7197106690777576,0.6561338289962825,0.660958904109589,0.0
0.7542213883677298,0.7228682170542635,0.7302231237322516,0.658051689860835,0.5886939571150097,0.528735632183908,0.4828973843058351,0.36534839924670437,0.37368421052631584,0.4249547920433996,0.4256505576208178,0.5051369863013698,0.0
0.5684803001876173,0.5077519379844961,0.4645030425963489,0.4294234592445328,0.4580896686159844,0.5363984674329502,0.5150905432595574,0.4199623352165725,0.4578947368421053,0.4792043399638336,0.5018587360594795,0.4297945205479452,0.0
0.7129455909943715,0.6589147286821705,0.6125760649087222,0.5427435387673956,0.4775828460038986,0.4597701149425287,0.42253521126760574,0.32015065913371,0.3192982456140351,0.3598553345388788,0.3847583643122676,0.4931506849315068,0.0
0.6322701688555347,0.625968992248062,0.6632860040567952,0.6679920477137177,0.7290448343079922,0.772030651340996,0.8028169014084509,0.6666666666666666,0.6157894736842106,0.616636528028933,0.570631970260223,0.5753424657534246,0.0
0.48592870544090055,0.42441860465116277,0.4219066937119676,0.415506958250497,0.43859649122807015,0.46743295019157083,0.5010060362173039,0.4576271186440678,0.4912280701754386,0.5189873417721519,0.4684014869888476,0.4434931506849315,0.0
0.5403377110694184,0.5251937984496124,0.5720081135902637,0.5506958250497017,0.5477582846003899,0.5440613026819923,0.557344064386318,0.4651600753295669,0.47192982456140353,0.5081374321880651,0.46096654275092935,0.4640410958904109,0.0
0.2795497185741088,0.24612403100775193,0.2981744421906694,0.34592445328031807,0.3820662768031189,0.4310344827586206,0.4325955734406439,0.3465160075329567,0.33333333333333337,0.33996383363471966,0.28624535315985133,0.3133561643835616,0.0
0.42213883677298314,0.3624031007751938,0.36105476673427994,0.3538767395626242,0.3489278752436647,0.346743295019157,0.34406438631790753,0.2994350282485876,0.35964912280701755,0.42676311030741404,0.4144981412639405,0.3955479452054794,0.0
0.5140712945590994,0.42248062015503873,0.37931034482758624,0.36978131212723653,0.36257309941520466,0.3582375478927202,0.42253521126760574,0.4312617702448211,0.4754385964912281,0.5045207956600362,0.4684014869888476,0.3955479452054794,0.0
0.6378986866791745,0.5445736434108527,0.4969574036511156,0.48111332007952284,0.49317738791423,0.5191570881226053,0.585513078470825,0.6101694915254238,0.656140350877193,0.7052441229656419,0.6970260223048327,0.5821917808219178,0.0
0.44840525328330205,0.4515503875968992,0.5111561866125761,0.5168986083499005,0.5185185185185185,0.4980842911877394,0.46881287726358156,0.3954802259887006,0.43157894736842106,0.4954792043399638,0.5074349442379182,0.5256849315068493,0.0
0.4821763602251407,0.4321705426356589,0.4604462474645031,0.4751491053677932,0.4951267056530214,0.5402298850574712,0.6177062374245474,0.5894538606403014,0.6140350877192983,0.6491862567811935,0.5985130111524164,0.5342465753424657,0.0
0.5703564727954972,0.5484496124031008,0.5517241379310345,0.5328031809145128,0.5497076023391813,0.5766283524904214,0.6136820925553321,0.4971751412429379,0.4578947368421053,0.4339963833634719,0.37174721189591076,0.3047945205479452,0.0
0.722326454033771,0.6531007751937985,0.6470588235294118,0.6401590457256461,0.6881091617933723,0.7471264367816091,0.8410462776659962,0.7871939736346516,0.8052631578947369,0.860759493670886,0.8643122676579925,0.8561643835616438,0.0
0.701688555347092,0.7325581395348837,0.7829614604462475,0.7753479125248508,0.7407407407407407,0.7183908045977011,0.7484909456740444,0.655367231638418,0.6473684210526316,0.6871609403254972,0.6468401486988847,0.6215753424657534,0.0
0.6097560975609756,0.563953488372093,0.5882352941176471,0.5805168986083499,0.5886939571150097,0.611111111111111,0.6418511066398391,0.5499058380414312,0.5350877192982456,0.5479204339963833,0.47769516728624534,0.4417808219178082,0.0
0.5609756097560975,0.5717054263565892,0.5821501014198783,0.536779324055666,0.5692007797270955,0.5747126436781609,0.5734406438631792,0.4915254237288136,0.5508771929824562,0.5913200723327305,0.5092936802973977,0.47431506849315064,0.0
0.45778611632270166,0.40891472868217055,0.41987829614604466,0.415506958250497,0.4405458089668616,0.49616858237547884,0.5794768611670021,0.5649717514124294,0.5929824561403509,0.6329113924050632,0.5947955390334573,0.5428082191780822,0.0
0.43902439024390244,0.38372093023255816,0.38945233265720086,0.3856858846918489,0.3898635477582846,0.4022988505747126,0.42253521126760574,0.3559322033898305,0.38070175438596493,0.41048824593128386,0.39219330855018586,0.3732876712328767,0.0
0.24577861163227016,0.14147286821705424,0.15821501014198786,0.2544731610337972,0.3508771929824561,0.47892720306513403,0.5774647887323945,0.4971751412429379,0.43508771929824563,0.3815551537070524,0.275092936802974,0.21232876712328763,0.0
0.5215759849906191,0.4476744186046512,0.462474645030426,0.4990059642147117,0.5438596491228069,0.5862068965517241,0.653923541247485,0.6365348399246704,0.6631578947368422,0.6745027124773959,0.6319702602230484,0.5565068493150684,0.0
0.5328330206378987,0.47093023255813954,0.47261663286004063,0.43737574552683894,0.391812865497076,0.3659003831417624,0.392354124748491,0.3935969868173258,0.456140350877193,0.5226039783001808,0.4758364312267658,0.4280821917808219,0.0
0.48405253283302063,0.5077519379844961,0.5598377281947262,0.5506958250497017,0.5497076023391813,0.5383141762452106,0.5150905432595574,0.384180790960452,0.4280701754385965,0.5063291139240506,0.4553903345724907,0.3236301369863014,0.0
0.5440900562851783,0.4418604651162791,0.4421906693711968,0.46719681908548705,0.5204678362573099,0.5402298850574712,0.5533199195171027,0.4576271186440678,0.4473684210526316,0.4792043399638336,0.4628252788104089,0.5188356164383562,0.0
0.49530956848030017,0.48062015503875966,0.5172413793103449,0.536779324055666,0.5419103313840156,0.5363984674329502,0.5050301810865192,0.3540489642184558,0.2894736842105263,0.2513562386980108,0.2007434944237918,0.26712328767123283,0.0
0.6585365853658537,0.5988372093023255,0.488843813387424,0.3121272365805169,0.30409356725146197,0.3429118773946359,0.3682092555331993,0.3615819209039548,0.4543859649122807,0.5949367088607594,0.7026022304832713,0.7688356164383561,0.0
0.5778611632270169,0.5833333333333333,0.6450304259634889,0.687872763419483,0.6939571150097466,0.6743295019157087,0.6036217303822938,0.4312617702448211,0.3508771929824562,0.3056057866184448,0.21375464684014872,0.1660958904109589,0.0
0.450281425891182,0.39728682170542634,0.41987829614604466,0.42345924453280315,0.4444444444444444,0.47318007662835243,0.5070422535211269,0.3709981167608286,0.33333333333333337,0.3725135623869801,0.35130111524163565,0.3732876712328767,0.0
0.5347091932457786,0.5038759689922481,0.5111561866125761,0.4870775347912525,0.47953216374269003,0.5191570881226053,0.5553319919517103,0.4839924670433145,0.49824561403508777,0.5370705244122965,0.48698884758364314,0.44691780821917804,0.0
0.3714821763602251,0.36046511627906974,0.4300202839756593,0.46123260437375746,0.5126705653021442,0.6034482758620688,0.7364185110663986,0.7401129943502824,0.7771929824561403,0.8227848101265822,0.7434944237918215,0.5222602739726027,0.0
0.37523452157598497,0.2674418604651163,0.2210953346855984,0.16302186878727637,0.11500974658869395,0.14942528735632177,0.233400402414487,0.22033898305084748,0.2912280701754386,0.38878842676311026,0.4275092936802974,0.5291095890410958,0.0
0.24953095684803,0.20930232558139533,0.24340770791075056,0.28628230616302186,0.34502923976608185,0.41762452107279685,0.4768611670020122,0.4312617702448211,0.4649122807017544,0.5009041591320071,0.44609665427509293,0.3595890410958904,0.0
0.49343339587242024,0.39728682170542634,0.4746450304259635,0.5566600397614314,0.5497076023391813,0.6015325670498084,0.6358148893360162,0.6214689265536724,0.6350877192982456,0.6383363471971066,0.5557620817843866,0.4948630136986301,0.0
0.3846153846153846,0.4418604651162791,0.5679513184584178,0.5546719681908548,0.4697855750487329,0.42337164750957845,0.46881287726358156,0.4048964218455744,0.37894736842105264,0.49728752260397824,0.4758364312267658,0.4948630136986301,0.0
0.45778611632270166,0.4321705426356589,0.4137931034482759,0.3538767395626242,0.37037037037037035,0.4482758620689654,0.4768611670020122,0.4048964218455744,0.46842105263157896,0.4647377938517179,0.39776951672862454,0.44691780821917804,0.0
0.5159474671669794,0.46705426356589147,0.47667342799188644,0.4751491053677932,0.50682261208577,0.5727969348659003,0.6478873239436621,0.6101694915254238,0.624561403508772,0.6256781193490054,0.5557620817843866,0.535958904109589,0.0
0.37335834896810505,0.3333333333333333,0.3651115618661258,0.40357852882703776,0.4619883040935672,0.5249042145593869,0.619718309859155,0.5423728813559322,0.4789473684210527,0.4285714285714285,0.31226765799256506,0.1678082191780822,0.0
0.36585365853658536,0.34883720930232553,0.3630831643002029,0.3876739562624254,0.43664717348927873,0.4808429118773946,0.4989939637826963,0.4425612052730697,0.48771929824561405,0.5244122965641952,0.5148698884758364,0.4828767123287671,0.0
0.5272045028142589,0.5077519379844961,0.59026369168357,0.614314115308151,0.6666666666666666,0.7241379310344827,0.7203219315895373,0.5386064030131826,0.4929824561403509,0.5009041591320071,0.4386617100371747,0.5222602739726027,0.0
0.2589118198874296,0.08139534883720928,0.026369168356997985,0.06163021868787277,0.1539961013645224,0.29885057471264365,0.4567404426559357,0.5178907721280602,0.6385964912280702,0.7685352622061482,0.7825278810408922,0.6421232876712328,0.0
0.5947467166979362,0.6065891472868217,0.7018255578093306,0.7037773359840954,0.6705653021442495,0.6379310344827586,0.6156941649899398,0.4952919020715631,0.5052631578947369,0.5497287522603977,0.5223048327137546,0.5308219178082192,0.0
0.6060037523452158,0.5523255813953488,0.5070993914807302,0.40755467196819084,0.3313840155945419,0.2816091954022988,0.26559356136820933,0.23163841807909608,0.3280701754385965,0.4358047016274864,0.47026022304832715,0.5051369863013698,0.0
0.4671669793621013,0.4825581395348837,0.5578093306288032,0.5864811133200795,0.6042884990253411,0.6091954022988505,0.6458752515090544,0.5687382297551788,0.5894736842105264,0.6401446654611211,0.620817843866171,0.535958904109589,0.0
0.5853658536585366,0.6201550387596899,0.6876267748478702,0.6938369781312127,0.6783625730994152,0.6417624521072796,0.5694164989939638,0.4086629001883239,0.38947368421052636,0.4177215189873417,0.4163568773234201,0.4845890410958904,0.0
0.5459662288930581,0.5988372093023255,0.6977687626774849,0.6898608349900596,0.6569200779727096,0.614942528735632,0.5674044265593562,0.4124293785310734,0.3456140350877193,0.28571428571428564,0.15055762081784385,0.12157534246575341,0.0
0.3827392120075047,0.3585271317829457,0.3874239350912779,0.4294234592445328,0.5048732943469785,0.5459770114942528,0.5674044265593562,0.4915254237288136,0.48771929824561405,0.4792043399638336,0.4962825278810409,0.4571917808219178,0.0
0.5272045028142589,0.46705426356589147,0.3732251521298175,0.3280318091451292,0.2962962962962963,0.37931034482758613,0.45070422535211274,0.4199623352165725,0.4649122807017544,0.5497287522603977,0.5018587360594795,0.3904109589041096,0.0
0.5253283302063789,0.5077519379844961,0.5537525354969575,0.5785288270377733,0.6081871345029239,0.6226053639846743,0.6016096579476862,0.5103578154425612,0.5140350877192983,0.5189873417721519,0.4646840148698885,0.4777397260273972,0.0
0.5140712945590994,0.4941860465116279,0.5070993914807302,0.48310139165009935,0.5185185185185185,0.528735632183908,0.5352112676056339,0.4463276836158192,0.4228070175438597,0.4683544303797468,0.5185873605947955,0.535958904109589,0.0
